plate,state,license_type,summons_number,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,issuing_agency,summons_image,violation_time,county,violation_status,issue_date,judgment_entry_date
DUR8394,NY,PAS,4879760237,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekpOUkVsNlRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:02P,QN,,12/31/2023,
KSA6613,NY,PAS,4879760500,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekpOUkZWM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:06P,BK,,12/31/2023,
LBD2938,NY,PAS,4879760286,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekpOUkVrMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:04P,QN,,12/31/2023,
LED2520,NY,PAS,4879760547,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekpOUkZVd1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:07P,MN,,12/31/2023,
JHE5400,PA,PAS,4879760936,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekpOUkd0NlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:17P,QN,,12/31/2023,
KLD5981,NC,PAS,4879759077,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,50,0,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZQVkVFelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:44P,QN,,12/31/2023,
KRT5081,NY,PAS,4879758978,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZQUkdzelQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:43P,QN,,12/31/2023,
AV33146,CT,PAS,4879759065,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZQVkVFeVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:44P,BX,,12/31/2023,
Y90MSB,NJ,PAS,4879759041,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZQVkVFd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:43P,BK,,12/31/2023,
LCX8049,NY,PAS,4879758930,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZQUkd0NlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:42P,ST,,12/31/2023,
KVH4265,NY,PAS,4879758723,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZQUkdONVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:38P,BX,,12/31/2023,
KVN4937,NY,PAS,4879758668,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZQUkZreVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:37P,QN,,12/31/2023,
JPL5211,NY,PAS,4879758188,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZQUkVVMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:28P,ST,,12/31/2023,
TPS6726,VA,PAS,4879758024,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZQUkVGNVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:26P,MN,,12/31/2023,
JCJ3316,NY,PAS,4879758255,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZQUkVreFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:30P,BK,,12/31/2023,
LCK2683,NY,PAS,4879757986,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPZW1zMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:25P,QN,,12/31/2023,
FRZ3214,NY,PAS,4879757883,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPZW1jMFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:23P,QN,,12/31/2023,
DDG3769,NY,PAS,4879757755,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPZW1NeFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:21P,BK,,12/31/2023,
LBF4116,NY,PAS,4879757949,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPZW1zd1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:25P,QN,,12/31/2023,
LHA7140,NY,OMS,4879757901,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPZW10M1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:24P,BX,,12/31/2023,
KYD6430,NY,PAS,4879757780,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPZW1NMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:22P,ST,,12/31/2023,
Y206251C,NY,OMT,4879757470,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPZWxFelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:16P,BX,,12/31/2023,
LFX2592,NY,PAS,4879757408,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPZWxGM1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:15P,BX,,12/31/2023,
674AIR,NY,ORG,4879757238,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPZWtsNlQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:13P,ST,,12/31/2023,
FPY6014,NY,PAS,4879756994,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPYW1zMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:10P,BK,,12/31/2023,
JDMST1,PA,PAS,4879756880,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPYW1jMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:08P,ST,,12/31/2023,
KES2857,NY,PAS,4879756775,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPYW1NelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:06P,BX,,12/31/2023,
LBK5922,NY,PAS,4879756738,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPYW1ONlQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:06P,BK,,12/31/2023,
KXT5777,NY,PAS,4879756878,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPYW1jelQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:08P,BK,,12/31/2023,
KFK2571,NY,PAS,4879756829,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPYW1kNVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:07P,BK,,12/31/2023,
HXB6723,NY,PAS,4879756192,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPYWtVMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:58P,QN,,12/31/2023,
GEX1436,NY,PAS,4879756337,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPYWsxNlRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:59P,BX,,12/31/2023,
VCF9207,NC,PAS,4879756179,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPYWtVelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:57P,QN,,12/31/2023,
VXK234,SC,PAS,4879755874,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPVkdjelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:53P,QN,,12/31/2023,
BNP9007,NY,PAS,4879755734,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPVkdONlRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:52P,QN,,12/31/2023,
449A371,VT,PAS,4879755990,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPVkdzMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:55P,QN,,12/31/2023,
CJK5635,NY,PAS,4879755461,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPVkZFeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:49P,BK,,12/31/2023,
JHF5878,NY,PAS,4879755503,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPVkZWM1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:49P,QN,,12/31/2023,
LGZ4261,NY,PAS,4879754183,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPUkVVMFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:32P,QN,,12/31/2023,
KGX5122,NY,PAS,4879754500,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPUkZWM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:37P,QN,,12/31/2023,
LDV6892,NY,PAS,4879754596,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPUkZVMVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:38P,QN,,12/31/2023,
HWF8006,NY,PAS,4879754766,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPUkdNeVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:40P,QN,,12/31/2023,
KZU2156,NY,PAS,4879754699,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPUkZrMVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:39P,MN,,12/31/2023,
WZR278,SC,PAS,4879754924,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPUkd0NVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:42P,QN,,12/31/2023,
KXT4232,NY,PAS,4879754810,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPUkdkNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:41P,BK,,12/31/2023,
KZK3670,NY,PAS,4879754857,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPUkdjeFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:41P,BX,,12/31/2023,
GXR1461,NY,PAS,4879754997,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPUkdzMVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:42P,BX,,12/31/2023,
LGV3992,NY,PAS,4879755084,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPVkVFMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:43P,ST,,12/31/2023,
LCK5438,NY,PAS,4879753701,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOZW1OM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:25P,ST,,12/31/2023,
KMK6758,NY,PAS,4879754055,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZPUkVFeFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:30P,QN,,12/31/2023,
R40RGA,NJ,PAS,4879753270,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,25,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOZWtrelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:21P,QN,,12/31/2023,
KCP5267,NC,PAS,4879752939,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOYW10NlQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:16P,MN,,12/31/2023,
V88RPF,NJ,PAS,4879753166,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOZWtVeVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:19P,BX,,12/31/2023,
PBAUSA,NY,SRF,4879752587,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOYWxVMFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:12P,QN,,12/31/2023,
KUX8695,NY,PAS,4879752575,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOYWxVelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:11P,QN,,12/31/2023,
ESY3956,NY,PAS,4879752680,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOYWxrMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:13P,BK,,12/31/2023,
RBY2DMND,NY,SRF,4879752708,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,25,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOYW1OM1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:14P,BX,,12/31/2023,
KUP3346,NY,PAS,4879752174,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOYWtVelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:06P,BK,,12/31/2023,
HLP5892,NY,PAS,4879752071,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOYWtFelRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:05P,QN,,12/31/2023,
KYP8281,NY,PAS,4879751248,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOVkVrd1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:53P,QN,,12/31/2023,
LEW1060,NY,PAS,4879751212,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOVkVsNFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:53P,BK,,12/31/2023,
AS29220,CT,PAS,4879751601,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOVkZsM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:58P,QN,,12/31/2023,
LGD6076,NY,PAS,4879751534,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOVkZWNlRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:57P,BK,,12/31/2023,
JHJ2152,NY,PAS,4879750906,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOUkd0M1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:50P,BK,,12/31/2023,
LDD1099,NY,PAS,4879751121,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOVkVWNVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:52P,QN,,12/31/2023,
L93SUP,NJ,PAS,4879749163,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQVkVVeVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:29P,MN,,12/31/2023,
ENM2634,NY,PAS,4879749187,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQVkVVMFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:29P,BK,,12/31/2023,
KBN1205,NY,PAS,4879749229,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQVkVsNVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:30P,QN,,12/31/2023,
BH95025,CT,PAS,4879749382,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQVkUwMFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:31P,BX,,12/31/2023,
GCE1785,NY,PAS,4879749539,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQVkZWNlQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:33P,QN,,12/31/2023,
KFJ5419,NY,PAS,4879749710,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQVkdONFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:35P,QN,,12/31/2023,
Y205118C,NY,OMT,4879749485,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQVkZFMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:33P,MN,,12/31/2023,
LCC1208,NY,PAS,4879749734,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,25,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQVkdONlRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:35P,BK,,12/31/2023,
LHP9694,NY,OMS,4879749783,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQVkdNMFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:35P,QN,,12/31/2023,
CRY9853,NY,PAS,4879749850,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQVkdjeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:36P,BX,,12/31/2023,
